degC,V_pu,Q_MVAr,P_MW
35,1,4.309048619,-1.61
35,1,4.215969639,-1.84
35,1,4.107931353,-2.07
35,1,3.983716857,-2.3
35,1,3.956802244,-2.346
35,1,3.929164797,-2.392
35,1,3.900789151,-2.438
35,1,3.871659076,-2.484
35,1,3.84175741,-2.53
35,1,3.811065993,-2.576
35,1,3.779565584,-2.622
35,1,3.747235781,-2.668
35,1,3.714054927,-2.714
35,1,3.68,-2.76
35,1,3.645046502,-2.806
35,1,3.609168325,-2.852
35,1,3.57233761,-2.898
35,1,3.534524579,-2.944
35,1,3.495697355,-2.99
35,1,3.455821755,-3.036
35,1,3.414861051,-3.082
35,1,3.372775711,-3.128
35,1,3.329523089,-3.174
35,1,3.285057077,-3.22
35,1,3.239327708,-3.266
35,1,3.192280689,-3.312
35,1,3.143856867,-3.358
35,1,3.093991597,-3.404
35,1,3.042614008,-3.45
35,1,2.989646133,-3.496
35,1,2.935001874,-3.542
35,1,2.878585764,-3.588
35,1,2.820291474,-3.634
35,1,2.76,-3.68
35,1,2.697577432,-3.726
35,1,2.632872196,-3.772
35,1,2.565711597,-3.818
35,1,2.495897434,-3.864
35,1,2.423200363,-3.91
35,1,2.347352551,-3.956
35,1,2.268037919,-4.002
35,1,2.184878944,-4.048
35,1,2.097418413,-4.094
35,1,2.005093514,-4.14
35,1,1.907197945,-4.186
35,1,1.802824451,-4.232
35,1,1.690773787,-4.278
35,1,1.569402434,-4.324
35,1,1.43634954,-4.37
35,1,1.288,-4.416
35,1,1.118282612,-4.462
35,1,0.915388442,-4.508
35,1,0.648909855,-4.554
35,1,0,-4.6
35,1,-4.6,0
35,1,-4.6,-0.000046
35,1,-4.594246402,-0.23
35,1,-4.576942211,-0.46
35,1,-4.547955585,-0.69
35,1,-4.507061127,-0.92
35,1,-4.453930848,-1.15
35,1,-4.388120327,-1.38
35,1,-4.309048619,-1.61
35,1,-4.215969639,-1.84
35,1,-4.107931353,-2.07
35,1,-3.983716857,-2.3
35,1,-3.956802244,-2.346
35,1,-3.929164797,-2.392
35,1,-3.900789151,-2.438
35,1,-3.871659076,-2.484
35,1,-3.84175741,-2.53
35,1,-3.811065993,-2.576
35,1,-3.779565584,-2.622
35,1,-3.747235781,-2.668
35,1,-3.714054927,-2.714
35,1,-3.68,-2.76
35,1,-3.645046502,-2.806
35,1,-3.609168325,-2.852
35,1,-3.57233761,-2.898
35,1,-3.534524579,-2.944
35,1,-3.495697355,-2.99
35,1,-3.455821755,-3.036
35,1,-3.414861051,-3.082
35,1,-3.372775711,-3.128
35,1,-3.329523089,-3.174
35,1,-3.285057077,-3.22
35,1,-3.239327708,-3.266
35,1,-3.192280689,-3.312
35,1,-3.143856867,-3.358
35,1,-3.093991597,-3.404
35,1,-3.042614008,-3.45
35,1,-2.989646133,-3.496
35,1,-2.935001874,-3.542
35,1,-2.878585764,-3.588
35,1,-2.820291474,-3.634
35,1,-2.76,-3.68
35,1,-2.697577432,-3.726
35,1,-2.632872196,-3.772
35,1,-2.565711597,-3.818
35,1,-2.495897434,-3.864
35,1,-2.423200363,-3.91
35,1,-2.347352551,-3.956
35,1,-2.268037919,-4.002
35,1,-2.184878944,-4.048
35,1,-2.097418413,-4.094
35,1,-2.005093514,-4.14
35,1,-1.907197945,-4.186
35,1,-1.802824451,-4.232
35,1,-1.690773787,-4.278
35,1,-1.569402434,-4.324
35,1,-1.43634954,-4.37
35,1,-1.288,-4.416
35,1,-1.118282612,-4.462
35,1,-0.915388442,-4.508
35,1,-0.648909855,-4.554
35,1,0,-4.6
