,Deliverable,Category,Figure Number,Clause,Test No,Subtest No,Batch,File_Name,Readable_Name,PSSE,PSCAD,Grid_SCR,Grid_FL_MVA_sig,Grid_X2R_sig,Vpoc_pu_sig,Qpoc_pu,Qpoc_MVAr_init,Vref_init,Ppoc_pu,Ppoc_MW_sig,Vref_pu_sig,PSSE Commands,Post_Init_Duration_s,Vslack_pu_sig,Test Details,Saturated_Status,Plotter Table,Appendix_Name_PSSE,Appendix_Name_PSCAD,Appendix Letter,Xlsx_Name,Sheet_Name,Relevant ICON,Relevant VAR,Qref_MVAr_sig,Vpoc_disturbance_pu_sig,U_Ov,Signal1,Signal2,T1,T2,Q_Ctrl_Mode_sig,Voltage_stack_logic_sig,0.5Q_PF_target,0.75Q_PF_target,1.25Q_PF_target,PFref_sig,PPM Control,Ppoc_MW_sig2,Is_Infinite
10,CSR,CSR Vref Steps,11,52513,5,2.0,1.0,CSR_52513_CSRVrefSteps_005p2_FL3185_X2R11.24_P1_Q0.38_V1.06,CSR_52513_CSRVrefSteps_005p2,True,True,11.175438596491228,3185.0,11.24,1.06,0.375,42.215625,1.075,1,285,"1.075, AT 5s ↑ 1.125, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.125 AT 5s,13,,Vref change +5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (limiter)'],['Test no.','5'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
11,CSR,CSR Vref Steps,12,52513,6,2.0,1.0,CSR_52513_CSRVrefSteps_006p2_FL3185_X2R11.24_P1_Q-0.38_V1.06,CSR_52513_CSRVrefSteps_006p2,True,True,11.175438596491228,3185.0,11.24,1.06,-0.375,-42.215625,1.0450000000000002,1,285,"1.045, AT 5s ↓ 0.995, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 0.995 AT 5s,13,,Vref change -5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (limiter)'],['Test no.','6'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
12,CSR,CSR Vref Steps,13,52513,7,1.0,,CSR_52513_CSRVrefSteps_007p1_FL5591_X2R12.04_P-1_Q1_V1.06,CSR_52513_CSRVrefSteps_007p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,1.0,112.575,1.1,-1,-285,"1.1, AT 5s ↓ 1.05, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.05 AT 5s,13,,Vref change -5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (Controller Saturates)'],['Test no.','7'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
13,CSR,CSR Vref Steps,14,52513,8,1.0,,CSR_52513_CSRVrefSteps_008p1_FL5591_X2R12.04_P-1_Q0_V1.06,CSR_52513_CSRVrefSteps_008p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.0,0.0,1.06,-1,-285,"1.06, AT 5s ↓ 1.01, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.01 AT 5s,13,,Vref change -5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (Controller Saturates)'],['Test no.','8'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
14,CSR,CSR Vref Steps,15,52513,9,1.0,,CSR_52513_CSRVrefSteps_009p1_FL5591_X2R12.04_P-1_Q-1_V1.06,CSR_52513_CSRVrefSteps_009p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,-1.0,-112.575,1.02,-1,-285,"1.02, AT 5s ↑ 1.07, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.07 AT 5s,13,,Vref change +5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (Controller Saturates)'],['Test no.','9'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
15,CSR,CSR Vref Steps,16,52513,10,1.0,,CSR_52513_CSRVrefSteps_010p1_FL5591_X2R12.04_P-1_Q0_V1.06,CSR_52513_CSRVrefSteps_010p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.0,0.0,1.06,-1,-285,"1.06, AT 5s ↑ 1.11, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.11 AT 5s,13,,Vref change +5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (Controller Saturates)'],['Test no.','10'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
16,CSR,CSR Vref Steps,17,52513,11,1.0,1.0,CSR_52513_CSRVrefSteps_011p1_FL5591_X2R12.04_P-1_Q0.38_V1.06,CSR_52513_CSRVrefSteps_011p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.375,42.215625,1.075,-1,-285,"1.075, AT 5s ↑ 1.125, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.125 AT 5s,13,,Vref change +5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (limiter)'],['Test no.','11'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
17,CSR,CSR Vref Steps,18,52513,12,1.0,1.0,CSR_52513_CSRVrefSteps_012p1_FL5591_X2R12.04_P-1_Q-0.38_V1.06,CSR_52513_CSRVrefSteps_012p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,-0.375,-42.215625,1.0450000000000002,-1,-285,"1.045, AT 5s ↓ 0.995, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 0.995 AT 5s,13,,Vref change -5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (limiter)'],['Test no.','12'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
18,CSR,CSR Vref Steps,19,52513,7,2.0,,CSR_52513_CSRVrefSteps_007p2_FL3185_X2R11.24_P-1_Q1_V1.06,CSR_52513_CSRVrefSteps_007p2,True,True,11.175438596491228,3185.0,11.24,1.06,1.0,112.575,1.1,-1,-285,"1.1, AT 5s ↓ 1.05, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.05 AT 5s,13,,Vref change -5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (Controller Saturates)'],['Test no.','7'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
19,CSR,CSR Vref Steps,20,52513,8,2.0,,CSR_52513_CSRVrefSteps_008p2_FL3185_X2R11.24_P-1_Q0_V1.06,CSR_52513_CSRVrefSteps_008p2,True,True,11.175438596491228,3185.0,11.24,1.06,0.0,0.0,1.06,-1,-285,"1.06, AT 5s ↓ 1.01, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.01 AT 5s,13,,Vref change -5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (Controller Saturates)'],['Test no.','8'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
20,CSR,CSR Vref Steps,21,52513,9,2.0,,CSR_52513_CSRVrefSteps_009p2_FL3185_X2R11.24_P-1_Q-1_V1.06,CSR_52513_CSRVrefSteps_009p2,True,True,11.175438596491228,3185.0,11.24,1.06,-1.0,-112.575,1.02,-1,-285,"1.02, AT 5s ↑ 1.07, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.07 AT 5s,13,,Vref change +5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (Controller Saturates)'],['Test no.','9'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
21,CSR,CSR Vref Steps,22,52513,10,2.0,,CSR_52513_CSRVrefSteps_010p2_FL3185_X2R11.24_P-1_Q0_V1.06,CSR_52513_CSRVrefSteps_010p2,True,True,11.175438596491228,3185.0,11.24,1.06,0.0,0.0,1.06,-1,-285,"1.06, AT 5s ↑ 1.11, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.11 AT 5s,13,,Vref change +5% (Controller Saturates),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (Controller Saturates)'],['Test no.','10'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
22,CSR,CSR Vref Steps,23,52513,11,2.0,1.0,CSR_52513_CSRVrefSteps_011p2_FL3185_X2R11.24_P-1_Q0.38_V1.06,CSR_52513_CSRVrefSteps_011p2,True,True,11.175438596491228,3185.0,11.24,1.06,0.375,42.215625,1.075,-1,-285,"1.075, AT 5s ↑ 1.125, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 1.125 AT 5s,13,,Vref change +5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change +5% (limiter)'],['Test no.','11'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
23,CSR,CSR Vref Steps,24,52513,12,2.0,1.0,CSR_52513_CSRVrefSteps_012p2_FL3185_X2R11.24_P-1_Q-0.38_V1.06,CSR_52513_CSRVrefSteps_012p2,True,True,11.175438596491228,3185.0,11.24,1.06,-0.375,-42.215625,1.0450000000000002,-1,-285,"1.045, AT 5s ↓ 0.995, WITH SCALING=1.0",SET MODEL 'flncppc' VAR 18 TO 0.995 AT 5s,13,,Vref change -5% (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Vref Steps'],['Test Details','Vref change -5% (limiter)'],['Test no.','12'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix J CSR Vref Steps,Appendix J CSR Vref Steps,J,HY_Spec_CSR_300,52513_Vref,,,,,,,,,,,,,,,,,,False
24,CSR,CSR Qref Steps,1,52513,1,1.0,,CSR_52513_CSRQrefSteps_001p1_FL5591_X2R12.04_P1_Q1_V1.06,CSR_52513_CSRQrefSteps_001p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,1.0,112.575,1.1,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ 0.5,WITH SCALING=112.575",8,,Qref 0.5p.u at 2s,,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref 0.5p.u at 2s'],['Test no.','1'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"1, AT 2s ↓ 0.5, WITH SCALING=112.575",,,0.5,0.0,5.0,0.0,3.0,0.0,,,,,,,False
25,CSR,CSR Qref Steps,2,52513,2,1.0,,CSR_52513_CSRQrefSteps_002p1_FL5591_X2R12.04_P1_Q0_V1.06,CSR_52513_CSRQrefSteps_002p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.0,0.0,1.06,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ -0.5,WITH SCALING=112.575",8,,Qref -0.5p.u at 2s,,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref -0.5p.u at 2s'],['Test no.','2'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"0, AT 2s ↓ -0.5, WITH SCALING=112.575",,,-0.5,0.0,5.0,0.0,3.0,0.0,,,,,,,False
26,CSR,CSR Qref Steps,3,52513,3,1.0,,CSR_52513_CSRQrefSteps_003p1_FL5591_X2R12.04_P1_Q-1_V1.06,CSR_52513_CSRQrefSteps_003p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,-1.0,-112.575,1.02,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ -1.5,WITH SCALING=112.575",8,,Qref -0.5p.u at 2s,,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref -0.5p.u at 2s'],['Test no.','3'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"-1, AT 2s ↑ -0.5, WITH SCALING=112.575",,,-0.5,0.0,5.0,0.0,3.0,0.0,,,,,,,False
27,CSR,CSR Qref Steps,4,52513,4,1.0,,CSR_52513_CSRQrefSteps_004p1_FL5591_X2R12.04_P1_Q0_V1.06,CSR_52513_CSRQrefSteps_004p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.0,0.0,1.06,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ -0.5,WITH SCALING=112.575",8,,Qref 0.5p.u at 2s,,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref 0.5p.u at 2s'],['Test no.','4'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"0, AT 2s ↑ 0.5, WITH SCALING=112.575",,,0.5,0.0,5.0,0.0,3.0,0.0,,,,,,,False
28,CSR,CSR Qref Steps,5,52513,5,1.0,,CSR_52513_CSRQrefSteps_005p1_FL5591_X2R12.04_P1_Q0.75_V1.06,CSR_52513_CSRQrefSteps_005p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,0.75,84.43125,1.09,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ 0.25,WITH SCALING=112.575",8,,Qref 1.25p.u at 2s (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref 1.25p.u at 2s (limiter)'],['Test no.','5'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"0.75, AT 2s ↑ 1.25, WITH SCALING=112.575",,,0.5,1.25,5.0,15.0,3.0,0.0,,,,,,,False
29,CSR,CSR Qref Steps,6,52513,6,1.0,,CSR_52513_CSRQrefSteps_006p1_FL5591_X2R12.04_P1_Q-0.75_V1.06,CSR_52513_CSRQrefSteps_006p1,True,True,19.61754385964912,5590.999999999999,12.04,1.06,-0.75,-84.43125,1.03,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ -1.25,WITH SCALING=112.575",8,,Qref -1.25p.u at 2s (limiter),,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref -1.25p.u at 2s (limiter)'],['Test no.','6'],['Subtest no.','1'],['SCR', '19.618'],['X2R','12.04']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"-0.75, AT 2s ↓ -1.25, WITH SCALING=112.575",,,-0.5,-1.25,5.0,15.0,3.0,0.0,,,,,,,False
30,CSR,CSR Qref Steps,7,52513,1,2.0,,CSR_52513_CSRQrefSteps_001p2_FL3185_X2R11.24_P1_Q1_V1.06,CSR_52513_CSRQrefSteps_001p2,True,True,11.175438596491228,3185.0,11.24,1.06,1.0,112.575,1.1,1,285,,"SET MODEL 'flncppc' ICON 6 TO 3 AT 0s; SET MODEL 'flncppc' ICON 8 TO 0 AT 0s; DRIVE MODEL 'flncppc' VAR 1 = AT 5s ↓ 0.5,WITH SCALING=112.575",8,,Qref 0.5p.u at 2s,,"[['Deliverable','CSR'],['Test Type','CSR Qref Steps'],['Test Details','Qref 0.5p.u at 2s'],['Test no.','1'],['Subtest no.','2'],['SCR', '11.175'],['X2R','11.24']]",Appendix K CSR Qref Steps,Appendix K CSR Qref Steps,K,HY_Spec_CSR_300,52513_Qref,6.0,1.0,"1, AT 2s ↓ 0.5, WITH SCALING=112.575",,,0.5,0.0,5.0,0.0,3.0,0.0,,,,,,,False
